Exp_Category,State,Year,Value
Social_sector_expenditure,Tamil Nadu,1986-87,1559
Social_sector_expenditure,Uttar Pradesh,1986-87,2075
Social_sector_expenditure,West Bengal,1986-87,1500
Social_sector_expenditure,Arunachal Pradesh,1986-87,78
Social_sector_expenditure,Assam,1986-87,597
Social_sector_expenditure,Himachal Pradesh,1986-87,251
Social_sector_expenditure,Jammu and Kashmir,1986-87,338
Social_sector_expenditure,Manipur,1986-87,118
Social_sector_expenditure,Meghalaya,1986-87,79
Social_sector_expenditure,Mizoram,1986-87,12
Social_sector_expenditure,Nagaland,1986-87,110
Social_sector_expenditure,Sikkim,1986-87,40
Social_sector_expenditure,Tripura,1986-87,133
Social_sector_expenditure,Uttarakhand,1986-87,–
Social_sector_expenditure,NCT Delhi,1986-87,–
Social_sector_expenditure,Puducherry,1986-87,–
Social_sector_expenditure,Andhra Pradesh,1987-88,1884
Social_sector_expenditure,Bihar,1987-88,1431
Social_sector_expenditure,Chhattisgarh,1987-88,–
Social_sector_expenditure,Goa,1987-88,86
Social_sector_expenditure,Gujarat,1987-88,1537
Social_sector_expenditure,Haryana,1987-88,488
Social_sector_expenditure,Jharkhand,1987-88,–
Social_sector_expenditure,Karnataka,1987-88,1361
Social_sector_expenditure,Kerala,1987-88,976
Social_sector_expenditure,Madhya Pradesh,1987-88,1527
Social_sector_expenditure,Maharashtra,1987-88,2603
Social_sector_expenditure,Orissa,1987-88,742
Social_sector_expenditure,Punjab,1987-88,595
Social_sector_expenditure,Rajasthan,1987-88,1439
Social_sector_expenditure,Tamil Nadu,1987-88,1735
Social_sector_expenditure,Uttar Pradesh,1987-88,2337
Social_sector_expenditure,West Bengal,1987-88,1652
Social_sector_expenditure,Arunachal Pradesh,1987-88,102
Social_sector_expenditure,Assam,1987-88,681
Social_sector_expenditure,Himachal Pradesh,1987-88,322
Social_sector_expenditure,Jammu and Kashmir,1987-88,460
Social_sector_expenditure,Manipur,1987-88,111
Social_sector_expenditure,Meghalaya,1987-88,91
Social_sector_expenditure,Mizoram,1987-88,126
Social_sector_expenditure,Nagaland,1987-88,150
Social_sector_expenditure,Sikkim,1987-88,46
Social_sector_expenditure,Tripura,1987-88,170
Social_sector_expenditure,Uttarakhand,1987-88,–
Social_sector_expenditure,NCT Delhi,1987-88,–
Social_sector_expenditure,Puducherry,1987-88,–
Social_sector_expenditure,Andhra Pradesh,1988-89,2103
Social_sector_expenditure,Bihar,1988-89,1849
Social_sector_expenditure,Chhattisgarh,1988-89,–
Social_sector_expenditure,Goa,1988-89,122
Social_sector_expenditure,Gujarat,1988-89,1590
Social_sector_expenditure,Haryana,1988-89,650
Social_sector_expenditure,Jharkhand,1988-89,–
Social_sector_expenditure,Karnataka,1988-89,1441
Social_sector_expenditure,Kerala,1988-89,1109
Social_sector_expenditure,Madhya Pradesh,1988-89,1810
Social_sector_expenditure,Maharashtra,1988-89,2937
Social_sector_expenditure,Orissa,1988-89,843
Social_sector_expenditure,Punjab,1988-89,929
Social_sector_expenditure,Rajasthan,1988-89,1412
Social_sector_expenditure,Tamil Nadu,1988-89,1921
Social_sector_expenditure,Uttar Pradesh,1988-89,2919
Social_sector_expenditure,West Bengal,1988-89,1852
Social_sector_expenditure,Arunachal Pradesh,1988-89,113
Social_sector_expenditure,Assam,1988-89,727
Social_sector_expenditure,Himachal Pradesh,1988-89,398
Social_sector_expenditure,Jammu and Kashmir,1988-89,458
Social_sector_expenditure,Manipur,1988-89,151
Social_sector_expenditure,Meghalaya,1988-89,119
Social_sector_expenditure,Mizoram,1988-89,117
Social_sector_expenditure,Nagaland,1988-89,154
Social_sector_expenditure,Sikkim,1988-89,57
Social_sector_expenditure,Tripura,1988-89,216
Social_sector_expenditure,Uttarakhand,1988-89,–
Social_sector_expenditure,NCT Delhi,1988-89,–
Social_sector_expenditure,Puducherry,1988-89,–
Social_sector_expenditure,Andhra Pradesh,1989-90,2387
Social_sector_expenditure,Bihar,1989-90,2027
Social_sector_expenditure,Chhattisgarh,1989-90,–
Social_sector_expenditure,Goa,1989-90,136
Social_sector_expenditure,Gujarat,1989-90,1726
Social_sector_expenditure,Haryana,1989-90,695
Social_sector_expenditure,Jharkhand,1989-90,–
Social_sector_expenditure,Karnataka,1989-90,1534
Social_sector_expenditure,Kerala,1989-90,1197
Social_sector_expenditure,Madhya Pradesh,1989-90,1877
Social_sector_expenditure,Maharashtra,1989-90,3446
Social_sector_expenditure,Orissa,1989-90,938
Social_sector_expenditure,Punjab,1989-90,990
Social_sector_expenditure,Rajasthan,1989-90,1405
Social_sector_expenditure,Tamil Nadu,1989-90,2339
Social_sector_expenditure,Uttar Pradesh,1989-90,3610
Social_sector_expenditure,West Bengal,1989-90,2092
Social_sector_expenditure,Arunachal Pradesh,1989-90,126
Social_sector_expenditure,Assam,1989-90,769
Social_sector_expenditure,Himachal Pradesh,1989-90,373
Social_sector_expenditure,Jammu and Kashmir,1989-90,514
Social_sector_expenditure,Manipur,1989-90,155
Social_sector_expenditure,Meghalaya,1989-90,130
Social_sector_expenditure,Mizoram,1989-90,130
Social_sector_expenditure,Nagaland,1989-90,181
Social_sector_expenditure,Sikkim,1989-90,56
Social_sector_expenditure,Tripura,1989-90,227
Social_sector_expenditure,Uttarakhand,1989-90,–
Social_sector_expenditure,NCT Delhi,1989-90,–
Social_sector_expenditure,Puducherry,1989-90,–
Social_sector_expenditure,Andhra Pradesh,1990-91,2741
Social_sector_expenditure,Bihar,1990-91,2381
Social_sector_expenditure,Chhattisgarh,1990-91,–
Social_sector_expenditure,Goa,1990-91,162
Social_sector_expenditure,Gujarat,1990-91,1993
Social_sector_expenditure,Haryana,1990-91,776
Social_sector_expenditure,Jharkhand,1990-91,–
Social_sector_expenditure,Karnataka,1990-91,1842
Social_sector_expenditure,Kerala,1990-91,1477
Social_sector_expenditure,Madhya Pradesh,1990-91,2439
Social_sector_expenditure,Maharashtra,1990-91,3792
Social_sector_expenditure,Orissa,1990-91,1113
Social_sector_expenditure,Punjab,1990-91,957
Social_sector_expenditure,Rajasthan,1990-91,1866
Social_sector_expenditure,Tamil Nadu,1990-91,2985
Social_sector_expenditure,Uttar Pradesh,1990-91,4711
Social_sector_expenditure,West Bengal,1990-91,2824
Social_sector_expenditure,Arunachal Pradesh,1990-91,128
Social_sector_expenditure,Assam,1990-91,932
Social_sector_expenditure,Himachal Pradesh,1990-91,444
Social_sector_expenditure,Jammu and Kashmir,1990-91,600
Social_sector_expenditure,Manipur,1990-91,151
Social_sector_expenditure,Meghalaya,1990-91,160
Social_sector_expenditure,Mizoram,1990-91,153
Social_sector_expenditure,Nagaland,1990-91,182
Social_sector_expenditure,Sikkim,1990-91,61
Social_sector_expenditure,Tripura,1990-91,264
Social_sector_expenditure,Uttarakhand,1990-91,–
Social_sector_expenditure,NCT Delhi,1990-91,–
Social_sector_expenditure,Puducherry,1990-91,–
Social_sector_expenditure,Andhra Pradesh,1991-92,3121
Social_sector_expenditure,Bihar,1991-92,3073
Social_sector_expenditure,Chhattisgarh,1991-92,–
Social_sector_expenditure,Goa,1991-92,181
Social_sector_expenditure,Gujarat,1991-92,2344
Social_sector_expenditure,Haryana,1991-92,781
Social_sector_expenditure,Jharkhand,1991-92,–
Social_sector_expenditure,Karnataka,1991-92,2299
Social_sector_expenditure,Kerala,1991-92,1594
Social_sector_expenditure,Madhya Pradesh,1991-92,2664
Social_sector_expenditure,Maharashtra,1991-92,4601
Social_sector_expenditure,Orissa,1991-92,1310
Social_sector_expenditure,Punjab,1991-92,1099
Social_sector_expenditure,Rajasthan,1991-92,2036
Social_sector_expenditure,Tamil Nadu,1991-92,3433
Social_sector_expenditure,Uttar Pradesh,1991-92,4443
Social_sector_expenditure,West Bengal,1991-92,2716
Social_sector_expenditure,Arunachal Pradesh,1991-92,137
Social_sector_expenditure,Assam,1991-92,1113
Social_sector_expenditure,Himachal Pradesh,1991-92,495
Social_sector_expenditure,Jammu and Kashmir,1991-92,732
Social_sector_expenditure,Manipur,1991-92,185
Social_sector_expenditure,Meghalaya,1991-92,189
Social_sector_expenditure,Mizoram,1991-92,173
Social_sector_expenditure,Nagaland,1991-92,179
Social_sector_expenditure,Sikkim,1991-92,73
Social_sector_expenditure,Tripura,1991-92,286
Social_sector_expenditure,Uttarakhand,1991-92,–
Social_sector_expenditure,NCT Delhi,1991-92,–
Social_sector_expenditure,Puducherry,1991-92,–
Social_sector_expenditure,Andhra Pradesh,1992-93,3662
Social_sector_expenditure,Bihar,1992-93,3143
Social_sector_expenditure,Chhattisgarh,1992-93,–
Social_sector_expenditure,Goa,1992-93,192
Social_sector_expenditure,Gujarat,1992-93,2456
Social_sector_expenditure,Haryana,1992-93,955
Social_sector_expenditure,Jharkhand,1992-93,–
Social_sector_expenditure,Karnataka,1992-93,2557
Social_sector_expenditure,Kerala,1992-93,1791
Social_sector_expenditure,Madhya Pradesh,1992-93,3020
Social_sector_expenditure,Maharashtra,1992-93,5561
Social_sector_expenditure,Orissa,1992-93,1492
Social_sector_expenditure,Punjab,1992-93,1058
Social_sector_expenditure,Rajasthan,1992-93,2393
Social_sector_expenditure,Tamil Nadu,1992-93,3929
Social_sector_expenditure,Uttar Pradesh,1992-93,5573
Social_sector_expenditure,West Bengal,1992-93,2747
Social_sector_expenditure,Arunachal Pradesh,1992-93,172
Social_sector_expenditure,Assam,1992-93,1138
Social_sector_expenditure,Himachal Pradesh,1992-93,581
Social_sector_expenditure,Jammu and Kashmir,1992-93,887
Social_sector_expenditure,Manipur,1992-93,196
Social_sector_expenditure,Meghalaya,1992-93,198
Social_sector_expenditure,Mizoram,1992-93,200
Social_sector_expenditure,Nagaland,1992-93,224
Social_sector_expenditure,Sikkim,1992-93,81
Social_sector_expenditure,Tripura,1992-93,261
Social_sector_expenditure,Uttarakhand,1992-93,–
Social_sector_expenditure,NCT Delhi,1992-93,–
Social_sector_expenditure,Puducherry,1992-93,–
Social_sector_expenditure,Andhra Pradesh,1993-94,3919
Social_sector_expenditure,Bihar,1993-94,3434
Social_sector_expenditure,Chhattisgarh,1993-94,–
Social_sector_expenditure,Goa,1993-94,216
Social_sector_expenditure,Gujarat,1993-94,2844
Social_sector_expenditure,Haryana,1993-94,1093
Social_sector_expenditure,Jharkhand,1993-94,–
Social_sector_expenditure,Karnataka,1993-94,3063
Social_sector_expenditure,Kerala,1993-94,2061
Social_sector_expenditure,Madhya Pradesh,1993-94,3508
Social_sector_expenditure,Maharashtra,1993-94,6204
Social_sector_expenditure,Orissa,1993-94,1747
Social_sector_expenditure,Punjab,1993-94,1335
Social_sector_expenditure,Rajasthan,1993-94,2783
Social_sector_expenditure,Tamil Nadu,1993-94,4251
Social_sector_expenditure,Uttar Pradesh,1993-94,5212
Social_sector_expenditure,West Bengal,1993-94,3323
Social_sector_expenditure,Arunachal Pradesh,1993-94,198
Social_sector_expenditure,Assam,1993-94,1397
Social_sector_expenditure,Himachal Pradesh,1993-94,621
Social_sector_expenditure,Jammu and Kashmir,1993-94,901
Social_sector_expenditure,Manipur,1993-94,210
Social_sector_expenditure,Meghalaya,1993-94,238
Social_sector_expenditure,Mizoram,1993-94,212
Social_sector_expenditure,Nagaland,1993-94,269
Social_sector_expenditure,Sikkim,1993-94,90
Social_sector_expenditure,Tripura,1993-94,324
Social_sector_expenditure,Uttarakhand,1993-94,–
Social_sector_expenditure,NCT Delhi,1993-94,386
Social_sector_expenditure,Puducherry,1993-94,–
Social_sector_expenditure,Andhra Pradesh,1994-95,4265
Social_sector_expenditure,Bihar,1994-95,3524
Social_sector_expenditure,Chhattisgarh,1994-95,–
Social_sector_expenditure,Goa,1994-95,223
Social_sector_expenditure,Gujarat,1994-95,3273
Social_sector_expenditure,Haryana,1994-95,1304
Social_sector_expenditure,Jharkhand,1994-95,–
Social_sector_expenditure,Karnataka,1994-95,3449
Social_sector_expenditure,Kerala,1994-95,2387
Social_sector_expenditure,Madhya Pradesh,1994-95,3854
Social_sector_expenditure,Maharashtra,1994-95,6723
Social_sector_expenditure,Orissa,1994-95,1864
Social_sector_expenditure,Punjab,1994-95,1565
Social_sector_expenditure,Rajasthan,1994-95,3291
Social_sector_expenditure,Tamil Nadu,1994-95,4550
Social_sector_expenditure,Uttar Pradesh,1994-95,6031
Social_sector_expenditure,West Bengal,1994-95,3827
Social_sector_expenditure,Arunachal Pradesh,1994-95,217
Social_sector_expenditure,Assam,1994-95,1538
Social_sector_expenditure,Himachal Pradesh,1994-95,731
Social_sector_expenditure,Jammu and Kashmir,1994-95,1047
Social_sector_expenditure,Manipur,1994-95,241
Social_sector_expenditure,Meghalaya,1994-95,216
Social_sector_expenditure,Mizoram,1994-95,239
Social_sector_expenditure,Nagaland,1994-95,299
Social_sector_expenditure,Sikkim,1994-95,101
Social_sector_expenditure,Tripura,1994-95,383
Social_sector_expenditure,Uttarakhand,1994-95,–
Social_sector_expenditure,NCT Delhi,1994-95,1155
Social_sector_expenditure,Puducherry,1994-95,–
Social_sector_expenditure,Andhra Pradesh,1995-96,5507
Social_sector_expenditure,Bihar,1995-96,3796
Social_sector_expenditure,Chhattisgarh,1995-96,–
Social_sector_expenditure,Goa,1995-96,257
Social_sector_expenditure,Gujarat,1995-96,3666
Social_sector_expenditure,Haryana,1995-96,1698
Social_sector_expenditure,Jharkhand,1995-96,–
Social_sector_expenditure,Karnataka,1995-96,3995
Social_sector_expenditure,Kerala,1995-96,2691
Social_sector_expenditure,Madhya Pradesh,1995-96,4416
Social_sector_expenditure,Maharashtra,1995-96,8361
Social_sector_expenditure,Orissa,1995-96,2188
Social_sector_expenditure,Punjab,1995-96,1767
Social_sector_expenditure,Rajasthan,1995-96,3912
Social_sector_expenditure,Tamil Nadu,1995-96,5145
Social_sector_expenditure,Uttar Pradesh,1995-96,6466
Social_sector_expenditure,West Bengal,1995-96,4097
Social_sector_expenditure,Arunachal Pradesh,1995-96,263
Social_sector_expenditure,Assam,1995-96,1815
Social_sector_expenditure,Himachal Pradesh,1995-96,881
Social_sector_expenditure,Jammu and Kashmir,1995-96,1223
Social_sector_expenditure,Manipur,1995-96,307
Social_sector_expenditure,Meghalaya,1995-96,288
Social_sector_expenditure,Mizoram,1995-96,292
Social_sector_expenditure,Nagaland,1995-96,364
Social_sector_expenditure,Sikkim,1995-96,151
Social_sector_expenditure,Tripura,1995-96,429
Social_sector_expenditure,Uttarakhand,1995-96,–
Social_sector_expenditure,NCT Delhi,1995-96,1365
Social_sector_expenditure,Puducherry,1995-96,–
Social_sector_expenditure,Andhra Pradesh,1996-97,6284
Social_sector_expenditure,Bihar,1996-97,4014
Social_sector_expenditure,Chhattisgarh,1996-97,–
Social_sector_expenditure,Goa,1996-97,292
Social_sector_expenditure,Gujarat,1996-97,4068
Social_sector_expenditure,Haryana,1996-97,1628
Social_sector_expenditure,Jharkhand,1996-97,–
Social_sector_expenditure,Karnataka,1996-97,4526
Social_sector_expenditure,Kerala,1996-97,3215
Social_sector_expenditure,Madhya Pradesh,1996-97,5267
Social_sector_expenditure,Maharashtra,1996-97,9195
Social_sector_expenditure,Orissa,1996-97,2467
Social_sector_expenditure,Punjab,1996-97,1231
Social_sector_expenditure,Rajasthan,1996-97,4324
Social_sector_expenditure,Tamil Nadu,1996-97,6210
Social_sector_expenditure,Uttar Pradesh,1996-97,7693
Social_sector_expenditure,West Bengal,1996-97,4991
Social_sector_expenditure,Arunachal Pradesh,1996-97,317
Social_sector_expenditure,Assam,1996-97,1708
Social_sector_expenditure,Himachal Pradesh,1996-97,994
Social_sector_expenditure,Jammu and Kashmir,1996-97,1393
Social_sector_expenditure,Manipur,1996-97,384
Social_sector_expenditure,Meghalaya,1996-97,314
Social_sector_expenditure,Mizoram,1996-97,343
Social_sector_expenditure,Nagaland,1996-97,353
Social_sector_expenditure,Sikkim,1996-97,166
Social_sector_expenditure,Tripura,1996-97,517
Social_sector_expenditure,Uttarakhand,1996-97,–
Social_sector_expenditure,NCT Delhi,1996-97,1714
Social_sector_expenditure,Puducherry,1996-97,–
Social_sector_expenditure,Andhra Pradesh,1997-98,6759
Social_sector_expenditure,Bihar,1997-98,4375
Social_sector_expenditure,Chhattisgarh,1997-98,–
Social_sector_expenditure,Goa,1997-98,350
Social_sector_expenditure,Gujarat,1997-98,4953
Social_sector_expenditure,Haryana,1997-98,1829
Social_sector_expenditure,Jharkhand,1997-98,–
Social_sector_expenditure,Karnataka,1997-98,4886
Social_sector_expenditure,Kerala,1997-98,4239
Social_sector_expenditure,Madhya Pradesh,1997-98,5622
Social_sector_expenditure,Maharashtra,1997-98,10609
Social_sector_expenditure,Orissa,1997-98,2636
Social_sector_expenditure,Punjab,1997-98,2242
Social_sector_expenditure,Rajasthan,1997-98,4697
Social_sector_expenditure,Tamil Nadu,1997-98,6654
Social_sector_expenditure,Uttar Pradesh,1997-98,9080
Social_sector_expenditure,West Bengal,1997-98,5180
Social_sector_expenditure,Arunachal Pradesh,1997-98,334
Social_sector_expenditure,Assam,1997-98,1892
Social_sector_expenditure,Himachal Pradesh,1997-98,1242
Social_sector_expenditure,Jammu and Kashmir,1997-98,1623
Social_sector_expenditure,Manipur,1997-98,416
Social_sector_expenditure,Meghalaya,1997-98,338
Social_sector_expenditure,Mizoram,1997-98,320
Social_sector_expenditure,Nagaland,1997-98,370
Social_sector_expenditure,Sikkim,1997-98,188
Social_sector_expenditure,Tripura,1997-98,594
Social_sector_expenditure,Uttarakhand,1997-98,–
Social_sector_expenditure,NCT Delhi,1997-98,2043
Social_sector_expenditure,Puducherry,1997-98,–
Social_sector_expenditure,Andhra Pradesh,1998-99,8927
Social_sector_expenditure,Bihar,1998-99,5354
Social_sector_expenditure,Chhattisgarh,1998-99,–
Social_sector_expenditure,Goa,1998-99,415
Social_sector_expenditure,Gujarat,1998-99,6609
Social_sector_expenditure,Haryana,1998-99,2474
Social_sector_expenditure,Jharkhand,1998-99,–
Social_sector_expenditure,Karnataka,1998-99,5851
Social_sector_expenditure,Kerala,1998-99,4660
Social_sector_expenditure,Madhya Pradesh,1998-99,6887
Social_sector_expenditure,Maharashtra,1998-99,11407
Social_sector_expenditure,Orissa,1998-99,3246
