Exp Category,State,Year,Value
Aggregate_Expenditure,Arunachal Pradesh,1980-81,0.0
Aggregate_Expenditure,Arunachal Pradesh,1981-82,0.0
Aggregate_Expenditure,Arunachal Pradesh,1982-83,0.0
Aggregate_Expenditure,Arunachal Pradesh,1983-84,0.0
Aggregate_Expenditure,Arunachal Pradesh,1984-85,0.0
Aggregate_Expenditure,Arunachal Pradesh,1985-86,0.0
Aggregate_Expenditure,Arunachal Pradesh,1986-87,251.0
Aggregate_Expenditure,Arunachal Pradesh,1987-88,348.0
Aggregate_Expenditure,Arunachal Pradesh,1988-89,326.0
Aggregate_Expenditure,Arunachal Pradesh,1989-90,392.0
Aggregate_Expenditure,Arunachal Pradesh,1990-91,398.0
Aggregate_Expenditure,Arunachal Pradesh,1991-92,443.0
Aggregate_Expenditure,Arunachal Pradesh,1992-93,503.0
Aggregate_Expenditure,Arunachal Pradesh,1993-94,575.0
Aggregate_Expenditure,Arunachal Pradesh,1994-95,691.0
Aggregate_Expenditure,Arunachal Pradesh,1995-96,803.0
Aggregate_Expenditure,Arunachal Pradesh,1996-97,891.0
Aggregate_Expenditure,Arunachal Pradesh,1997-98,972.0
Aggregate_Expenditure,Arunachal Pradesh,1998-99,1004.0
Aggregate_Expenditure,Arunachal Pradesh,1999-00,1098.0
Aggregate_Expenditure,Arunachal Pradesh,2000-01,1206.0
Aggregate_Expenditure,Arunachal Pradesh,2001-02,1381.0
Aggregate_Expenditure,Arunachal Pradesh,2002-03,1363.0
Aggregate_Expenditure,Arunachal Pradesh,2003-04,2192.0
Aggregate_Expenditure,Arunachal Pradesh,2004-05,2085.0
Aggregate_Expenditure,Arunachal Pradesh,2005-06,2437.0
Aggregate_Expenditure,Arunachal Pradesh,2006-07,2786.0
Aggregate_Expenditure,Arunachal Pradesh,2007-08,3068.0
Aggregate_Expenditure,Arunachal Pradesh,2008-09,4272.59
Aggregate_Expenditure,Arunachal Pradesh,2009-10,5236.62
Aggregate_Expenditure,Arunachal Pradesh,2010-11,5579.12
Aggregate_Expenditure,Arunachal Pradesh,2011-12,6665.17
Aggregate_Expenditure,Arunachal Pradesh,2012-13,6353.56
Aggregate_Expenditure,Arunachal Pradesh,2013-14,7781.63
Aggregate_Expenditure,Arunachal Pradesh,2014-15,11482.51
Aggregate_Expenditure,Arunachal Pradesh,2015-16,12712.91
Aggregate_Expenditure,Assam,1980-81,758.0
Aggregate_Expenditure,Assam,1981-82,618.0
Aggregate_Expenditure,Assam,1982-83,691.0
Aggregate_Expenditure,Assam,1983-84,942.0
Aggregate_Expenditure,Assam,1984-85,1165.0
Aggregate_Expenditure,Assam,1985-86,1207.0
Aggregate_Expenditure,Assam,1986-87,1586.0
Aggregate_Expenditure,Assam,1987-88,1794.0
Aggregate_Expenditure,Assam,1988-89,1855.0
Aggregate_Expenditure,Assam,1989-90,2266.0
Aggregate_Expenditure,Assam,1990-91,2689.0
Aggregate_Expenditure,Assam,1991-92,2763.0
Aggregate_Expenditure,Assam,1992-93,3136.0
Aggregate_Expenditure,Assam,1993-94,3620.0
Aggregate_Expenditure,Assam,1994-95,3998.0
Aggregate_Expenditure,Assam,1995-96,4390.0
Aggregate_Expenditure,Assam,1996-97,4267.0
Aggregate_Expenditure,Assam,1997-98,5022.0
Aggregate_Expenditure,Assam,1998-99,5204.0
Aggregate_Expenditure,Assam,1999-00,7086.0
Aggregate_Expenditure,Assam,2000-01,7631.0
Aggregate_Expenditure,Assam,2001-02,8550.0
Aggregate_Expenditure,Assam,2002-03,8936.0
Aggregate_Expenditure,Assam,2003-04,10596.0
Aggregate_Expenditure,Assam,2004-05,14745.0
Aggregate_Expenditure,Assam,2005-06,12088.0
Aggregate_Expenditure,Assam,2006-07,13485.0
Aggregate_Expenditure,Assam,2007-08,15150.0
Aggregate_Expenditure,Assam,2008-09,17485.86
Aggregate_Expenditure,Assam,2009-10,24968.3
Aggregate_Expenditure,Assam,2010-11,25946.97
Aggregate_Expenditure,Assam,2011-12,30268.93
Aggregate_Expenditure,Assam,2012-13,33747.64
Aggregate_Expenditure,Assam,2013-14,37178.4
Aggregate_Expenditure,Assam,2014-15,64979.96
Aggregate_Expenditure,Assam,2015-16,63602.17
Aggregate_Expenditure,Bihar,1980-81,1791.0
Aggregate_Expenditure,Bihar,1981-82,1871.0
Aggregate_Expenditure,Bihar,1982-83,1940.0
Aggregate_Expenditure,Bihar,1983-84,2144.0
Aggregate_Expenditure,Bihar,1984-85,2408.0
Aggregate_Expenditure,Bihar,1985-86,2966.0
Aggregate_Expenditure,Bihar,1986-87,3360.0
Aggregate_Expenditure,Bihar,1987-88,3914.0
Aggregate_Expenditure,Bihar,1988-89,4324.0
Aggregate_Expenditure,Bihar,1989-90,5219.0
Aggregate_Expenditure,Bihar,1990-91,6217.0
Aggregate_Expenditure,Bihar,1991-92,6805.0
Aggregate_Expenditure,Bihar,1992-93,7743.0
Aggregate_Expenditure,Bihar,1993-94,8433.0
Aggregate_Expenditure,Bihar,1994-95,8555.0
Aggregate_Expenditure,Bihar,1995-96,9417.0
Aggregate_Expenditure,Bihar,1996-97,9407.0
Aggregate_Expenditure,Bihar,1997-98,10216.0
Aggregate_Expenditure,Bihar,1998-99,12171.0
Aggregate_Expenditure,Bihar,1999-00,19548.0
Aggregate_Expenditure,Bihar,2000-01,16946.0
Aggregate_Expenditure,Bihar,2001-02,14869.0
Aggregate_Expenditure,Bihar,2002-03,17752.0
Aggregate_Expenditure,Bihar,2003-04,19134.0
Aggregate_Expenditure,Bihar,2004-05,20055.0
Aggregate_Expenditure,Bihar,2005-06,22568.0
Aggregate_Expenditure,Bihar,2006-07,27136.0
Aggregate_Expenditure,Bihar,2007-08,31573.0
Aggregate_Expenditure,Bihar,2008-09,37181.25
Aggregate_Expenditure,Bihar,2009-10,42796.03
Aggregate_Expenditure,Bihar,2010-11,50704.52
Aggregate_Expenditure,Bihar,2011-12,60180.03
Aggregate_Expenditure,Bihar,2012-13,69206.57
Aggregate_Expenditure,Bihar,2013-14,80405.17
Aggregate_Expenditure,Bihar,2014-15,132186.89
Aggregate_Expenditure,Bihar,2015-16,120685.32
Aggregate_Expenditure,Chhattisgarh,1980-81,0.0
Aggregate_Expenditure,Chhattisgarh,1981-82,0.0
Aggregate_Expenditure,Chhattisgarh,1982-83,0.0
Aggregate_Expenditure,Chhattisgarh,1983-84,0.0
Aggregate_Expenditure,Chhattisgarh,1984-85,0.0
Aggregate_Expenditure,Chhattisgarh,1985-86,0.0
Aggregate_Expenditure,Chhattisgarh,1986-87,0.0
Aggregate_Expenditure,Chhattisgarh,1987-88,0.0
Aggregate_Expenditure,Chhattisgarh,1988-89,0.0
Aggregate_Expenditure,Chhattisgarh,1989-90,0.0
Aggregate_Expenditure,Chhattisgarh,1990-91,0.0
Aggregate_Expenditure,Chhattisgarh,1991-92,0.0
Aggregate_Expenditure,Chhattisgarh,1992-93,0.0
Aggregate_Expenditure,Chhattisgarh,1993-94,0.0
Aggregate_Expenditure,Chhattisgarh,1994-95,0.0
Aggregate_Expenditure,Chhattisgarh,1995-96,0.0
Aggregate_Expenditure,Chhattisgarh,1996-97,0.0
Aggregate_Expenditure,Chhattisgarh,1997-98,0.0
Aggregate_Expenditure,Chhattisgarh,1998-99,0.0
Aggregate_Expenditure,Chhattisgarh,1999-00,0.0
Aggregate_Expenditure,Chhattisgarh,2000-01,1917.0
Aggregate_Expenditure,Chhattisgarh,2001-02,5624.0
Aggregate_Expenditure,Chhattisgarh,2002-03,6822.0
Aggregate_Expenditure,Chhattisgarh,2003-04,8951.0
Aggregate_Expenditure,Chhattisgarh,2004-05,9647.0
Aggregate_Expenditure,Chhattisgarh,2005-06,9725.0
Aggregate_Expenditure,Chhattisgarh,2006-07,11991.0
Aggregate_Expenditure,Chhattisgarh,2007-08,15029.0
Aggregate_Expenditure,Chhattisgarh,2008-09,17713.97
Aggregate_Expenditure,Chhattisgarh,2009-10,21558.72
Aggregate_Expenditure,Chhattisgarh,2010-11,23564.68
Aggregate_Expenditure,Chhattisgarh,2011-12,28720.69
Aggregate_Expenditure,Chhattisgarh,2012-13,34819.25
Aggregate_Expenditure,Chhattisgarh,2013-14,39441.94
Aggregate_Expenditure,Chhattisgarh,2014-15,55979.35
Aggregate_Expenditure,Chhattisgarh,2015-16,65810.7
Aggregate_Expenditure,Goa,1980-81,0.0
Aggregate_Expenditure,Goa,1981-82,0.0
Aggregate_Expenditure,Goa,1982-83,0.0
Aggregate_Expenditure,Goa,1983-84,0.0
Aggregate_Expenditure,Goa,1984-85,0.0
Aggregate_Expenditure,Goa,1985-86,0.0
Aggregate_Expenditure,Goa,1986-87,255.0
Aggregate_Expenditure,Goa,1987-88,258.0
Aggregate_Expenditure,Goa,1988-89,284.0
Aggregate_Expenditure,Goa,1989-90,327.0
Aggregate_Expenditure,Goa,1990-91,395.0
Aggregate_Expenditure,Goa,1991-92,466.0
Aggregate_Expenditure,Goa,1992-93,499.0
Aggregate_Expenditure,Goa,1993-94,558.0
Aggregate_Expenditure,Goa,1994-95,601.0
Aggregate_Expenditure,Goa,1995-96,943.0
Aggregate_Expenditure,Goa,1996-97,946.0
Aggregate_Expenditure,Goa,1997-98,1270.0
Aggregate_Expenditure,Goa,1998-99,1458.0
Aggregate_Expenditure,Goa,1999-00,1614.0
Aggregate_Expenditure,Goa,2000-01,1962.0
Aggregate_Expenditure,Goa,2001-02,2353.0
Aggregate_Expenditure,Goa,2002-03,2401.0
Aggregate_Expenditure,Goa,2003-04,2416.0
Aggregate_Expenditure,Goa,2004-05,2541.0
Aggregate_Expenditure,Goa,2005-06,2849.0
Aggregate_Expenditure,Goa,2006-07,3176.0
Aggregate_Expenditure,Goa,2007-08,3559.0
Aggregate_Expenditure,Goa,2008-09,4517.43
Aggregate_Expenditure,Goa,2009-10,5524.45
Aggregate_Expenditure,Goa,2010-11,6228.9
Aggregate_Expenditure,Goa,2011-12,6953.57
Aggregate_Expenditure,Goa,2012-13,7346.45
Aggregate_Expenditure,Goa,2013-14,8149.5
Aggregate_Expenditure,Goa,2014-15,10131.41
Aggregate_Expenditure,Goa,2015-16,13102.77
Aggregate_Expenditure,Gujarat,1980-81,1442.0
Aggregate_Expenditure,Gujarat,1981-82,1565.0
Aggregate_Expenditure,Gujarat,1982-83,1949.0
Aggregate_Expenditure,Gujarat,1983-84,2178.0
Aggregate_Expenditure,Gujarat,1984-85,2463.0
Aggregate_Expenditure,Gujarat,1985-86,2625.0
Aggregate_Expenditure,Gujarat,1986-87,3323.0
Aggregate_Expenditure,Gujarat,1987-88,4089.0
Aggregate_Expenditure,Gujarat,1988-89,4374.0
Aggregate_Expenditure,Gujarat,1989-90,4844.0
Aggregate_Expenditure,Gujarat,1990-91,5470.0
Aggregate_Expenditure,Gujarat,1991-92,6908.0
Aggregate_Expenditure,Gujarat,1992-93,7987.0
Aggregate_Expenditure,Gujarat,1993-94,8408.0
Aggregate_Expenditure,Gujarat,1994-95,9498.0
Aggregate_Expenditure,Gujarat,1995-96,10811.0
Aggregate_Expenditure,Gujarat,1996-97,12576.0
Aggregate_Expenditure,Gujarat,1997-98,14875.0
Aggregate_Expenditure,Gujarat,1998-99,19172.0
Aggregate_Expenditure,Gujarat,1999-00,21466.0
Aggregate_Expenditure,Gujarat,2000-01,27175.0
Aggregate_Expenditure,Gujarat,2001-02,25651.0
Aggregate_Expenditure,Gujarat,2002-03,26921.0
Aggregate_Expenditure,Gujarat,2003-04,32986.0
Aggregate_Expenditure,Gujarat,2004-05,34900.0
Aggregate_Expenditure,Gujarat,2005-06,34235.0
Aggregate_Expenditure,Gujarat,2006-07,39200.0
Aggregate_Expenditure,Gujarat,2007-08,42681.0
Aggregate_Expenditure,Gujarat,2008-09,51897.42
Aggregate_Expenditure,Gujarat,2009-10,60335.23
Aggregate_Expenditure,Gujarat,2010-11,71606.61
Aggregate_Expenditure,Gujarat,2011-12,79414.19
Aggregate_Expenditure,Gujarat,2012-13,98281.32
Aggregate_Expenditure,Gujarat,2013-14,104720.58
Aggregate_Expenditure,Gujarat,2014-15,125490.25
Aggregate_Expenditure,Gujarat,2015-16,137518.73
Aggregate_Expenditure,Haryana,1980-81,607.0
Aggregate_Expenditure,Haryana,1981-82,696.0
Aggregate_Expenditure,Haryana,1982-83,917.0
Aggregate_Expenditure,Haryana,1983-84,960.0
Aggregate_Expenditure,Haryana,1984-85,1120.0
Aggregate_Expenditure,Haryana,1985-86,1315.0
Aggregate_Expenditure,Haryana,1986-87,1509.0
Aggregate_Expenditure,Haryana,1987-88,1663.0
Aggregate_Expenditure,Haryana,1988-89,1879.0
Aggregate_Expenditure,Haryana,1989-90,2121.0
Aggregate_Expenditure,Haryana,1990-91,2397.0
Aggregate_Expenditure,Haryana,1991-92,2727.0
Aggregate_Expenditure,Haryana,1992-93,2956.0
Aggregate_Expenditure,Haryana,1993-94,4109.0
Aggregate_Expenditure,Haryana,1994-95,6912.0
Aggregate_Expenditure,Haryana,1995-96,6131.0
Aggregate_Expenditure,Haryana,1996-97,7831.0
Aggregate_Expenditure,Haryana,1997-98,7806.0
Aggregate_Expenditure,Haryana,1998-99,8581.0
Aggregate_Expenditure,Haryana,1999-00,8359.0
Aggregate_Expenditure,Haryana,2000-01,9159.0
Aggregate_Expenditure,Haryana,2001-02,10728.0
Aggregate_Expenditure,Haryana,2002-03,10582.0
Aggregate_Expenditure,Haryana,2003-04,15122.0
Aggregate_Expenditure,Haryana,2004-05,14442.0
Aggregate_Expenditure,Haryana,2005-06,14830.0
Aggregate_Expenditure,Haryana,2006-07,19638.0
Aggregate_Expenditure,Haryana,2007-08,22079.0
Aggregate_Expenditure,Haryana,2008-09,26368.17
Aggregate_Expenditure,Haryana,2009-10,32561.93
Aggregate_Expenditure,Haryana,2010-11,34434.23
Aggregate_Expenditure,Haryana,2011-12,39751.43
Aggregate_Expenditure,Haryana,2012-13,46511.92
Aggregate_Expenditure,Haryana,2013-14,48928.65
Aggregate_Expenditure,Haryana,2014-15,63772.43
Aggregate_Expenditure,Haryana,2015-16,71674.8
Aggregate_Expenditure,Himachal Pradesh,1980-81,338.0
Aggregate_Expenditure,Himachal Pradesh,1981-82,297.0
Aggregate_Expenditure,Himachal Pradesh,1982-83,353.0
Aggregate_Expenditure,Himachal Pradesh,1983-84,385.0
Aggregate_Expenditure,Himachal Pradesh,1984-85,479.0
Aggregate_Expenditure,Himachal Pradesh,1985-86,588.0
Aggregate_Expenditure,Himachal Pradesh,1986-87,648.0
Aggregate_Expenditure,Himachal Pradesh,1987-88,805.0
Aggregate_Expenditure,Himachal Pradesh,1988-89,985.0
Aggregate_Expenditure,Himachal Pradesh,1989-90,992.0
Aggregate_Expenditure,Himachal Pradesh,1990-91,1118.0
Aggregate_Expenditure,Himachal Pradesh,1991-92,2341.0
Aggregate_Expenditure,Himachal Pradesh,1992-93,1447.0
Aggregate_Expenditure,Himachal Pradesh,1993-94,1691.0
Aggregate_Expenditure,Himachal Pradesh,1994-95,2009.0
Aggregate_Expenditure,Himachal Pradesh,1995-96,2350.0
Aggregate_Expenditure,Himachal Pradesh,1996-97,2633.0
Aggregate_Expenditure,Himachal Pradesh,1997-98,3453.0
Aggregate_Expenditure,Himachal Pradesh,1998-99,4167.0
Aggregate_Expenditure,Himachal Pradesh,1999-00,4714.0
Aggregate_Expenditure,Himachal Pradesh,2000-01,5315.0
Aggregate_Expenditure,Himachal Pradesh,2001-02,5670.0
Aggregate_Expenditure,Himachal Pradesh,2002-03,6616.0
Aggregate_Expenditure,Himachal Pradesh,2003-04,8096.0
Aggregate_Expenditure,Himachal Pradesh,2004-05,8034.0
Aggregate_Expenditure,Himachal Pradesh,2005-06,8587.0
Aggregate_Expenditure,Himachal Pradesh,2006-07,10091.0
Aggregate_Expenditure,Himachal Pradesh,2007-08,10614.0
Aggregate_Expenditure,Himachal Pradesh,2008-09,12492.35
Aggregate_Expenditure,Himachal Pradesh,2009-10,14030.92
Aggregate_Expenditure,Himachal Pradesh,2010-11,16131.28
Aggregate_Expenditure,Himachal Pradesh,2011-12,17328.51
Aggregate_Expenditure,Himachal Pradesh,2012-13,20714.59
Aggregate_Expenditure,Himachal Pradesh,2013-14,21271.18
Aggregate_Expenditure,Himachal Pradesh,2014-15,24894.61
Aggregate_Expenditure,Himachal Pradesh,2015-16,28338.62
Aggregate_Expenditure,Jammu & Kashmir,1980-81,428.0
Aggregate_Expenditure,Jammu & Kashmir,1981-82,548.0
Aggregate_Expenditure,Jammu & Kashmir,1982-83,504.0
Aggregate_Expenditure,Jammu & Kashmir,1983-84,620.0
Aggregate_Expenditure,Jammu & Kashmir,1984-85,747.0
Aggregate_Expenditure,Jammu & Kashmir,1985-86,889.0
Aggregate_Expenditure,Jammu & Kashmir,1986-87,989.0
Aggregate_Expenditure,Jammu & Kashmir,1987-88,1269.0
Aggregate_Expenditure,Jammu & Kashmir,1988-89,1404.0
Aggregate_Expenditure,Jammu & Kashmir,1989-90,1611.0
Aggregate_Expenditure,Jammu & Kashmir,1990-91,2021.0
Aggregate_Expenditure,Jammu & Kashmir,1991-92,2286.0
Aggregate_Expenditure,Jammu & Kashmir,1992-93,2321.0
Aggregate_Expenditure,Jammu & Kashmir,1993-94,2593.0
Aggregate_Expenditure,Jammu & Kashmir,1994-95,3339.0
Aggregate_Expenditure,Jammu & Kashmir,1995-96,3573.0
Aggregate_Expenditure,Jammu & Kashmir,1996-97,4021.0
Aggregate_Expenditure,Jammu & Kashmir,1997-98,4893.0
Aggregate_Expenditure,Jammu & Kashmir,1998-99,5849.0
Aggregate_Expenditure,Jammu & Kashmir,1999-00,7108.0
Aggregate_Expenditure,Jammu & Kashmir,2000-01,7829.0
Aggregate_Expenditure,Jammu & Kashmir,2001-02,8050.0
Aggregate_Expenditure,Jammu & Kashmir,2002-03,8738.0
Aggregate_Expenditure,Jammu & Kashmir,2003-04,8817.0
Aggregate_Expenditure,Jammu & Kashmir,2004-05,11127.0
Aggregate_Expenditure,Jammu & Kashmir,2005-06,13467.0
Aggregate_Expenditure,Jammu & Kashmir,2006-07,13873.0
Aggregate_Expenditure,Jammu & Kashmir,2007-08,17046.0
Aggregate_Expenditure,Jammu & Kashmir,2008-09,18749.89
Aggregate_Expenditure,Jammu & Kashmir,2009-10,22518.56
Aggregate_Expenditure,Jammu & Kashmir,2010-11,25568.92
Aggregate_Expenditure,Jammu & Kashmir,2011-12,29856.23
Aggregate_Expenditure,Jammu & Kashmir,2012-13,31778.03
Aggregate_Expenditure,Jammu & Kashmir,2013-14,31908.7
Aggregate_Expenditure,Jammu & Kashmir,2014-15,42471.21
Aggregate_Expenditure,Jammu & Kashmir,2015-16,45919.52
Aggregate_Expenditure,Jharkhand,1980-81,0.0
Aggregate_Expenditure,Jharkhand,1981-82,0.0
Aggregate_Expenditure,Jharkhand,1982-83,0.0
Aggregate_Expenditure,Jharkhand,1983-84,0.0
Aggregate_Expenditure,Jharkhand,1984-85,0.0
Aggregate_Expenditure,Jharkhand,1985-86,0.0
Aggregate_Expenditure,Jharkhand,1986-87,0.0
Aggregate_Expenditure,Jharkhand,1987-88,0.0
Aggregate_Expenditure,Jharkhand,1988-89,0.0
Aggregate_Expenditure,Jharkhand,1989-90,0.0
Aggregate_Expenditure,Jharkhand,1990-91,0.0
Aggregate_Expenditure,Jharkhand,1991-92,0.0
Aggregate_Expenditure,Jharkhand,1992-93,0.0
Aggregate_Expenditure,Jharkhand,1993-94,0.0
Aggregate_Expenditure,Jharkhand,1994-95,0.0
Aggregate_Expenditure,Jharkhand,1995-96,0.0
Aggregate_Expenditure,Jharkhand,1996-97,0.0
Aggregate_Expenditure,Jharkhand,1997-98,0.0
Aggregate_Expenditure,Jharkhand,1998-99,0.0
Aggregate_Expenditure,Jharkhand,1999-00,0.0
Aggregate_Expenditure,Jharkhand,2000-01,0.0
Aggregate_Expenditure,Jharkhand,2001-02,7934.0
Aggregate_Expenditure,Jharkhand,2002-03,9809.0
Aggregate_Expenditure,Jharkhand,2003-04,9738.0
Aggregate_Expenditure,Jharkhand,2004-05,11635.0
Aggregate_Expenditure,Jharkhand,2005-06,13417.0
Aggregate_Expenditure,Jharkhand,2006-07,15726.0
Aggregate_Expenditure,Jharkhand,2007-08,18360.0
Aggregate_Expenditure,Jharkhand,2008-09,20641.47
Aggregate_Expenditure,Jharkhand,2009-10,22712.77
Aggregate_Expenditure,Jharkhand,2010-11,26502.04
Aggregate_Expenditure,Jharkhand,2011-12,26007.07
Aggregate_Expenditure,Jharkhand,2012-13,30399.82
Aggregate_Expenditure,Jharkhand,2013-14,30063.74
Aggregate_Expenditure,Jharkhand,2014-15,50839.55
Aggregate_Expenditure,Jharkhand,2015-16,55492.95
Aggregate_Expenditure,Karnataka,1980-81,1302.0
Aggregate_Expenditure,Karnataka,1981-82,1409.0
Aggregate_Expenditure,Karnataka,1982-83,1739.0
Aggregate_Expenditure,Karnataka,1983-84,2002.0
Aggregate_Expenditure,Karnataka,1984-85,2615.0
Aggregate_Expenditure,Karnataka,1985-86,2894.0
Aggregate_Expenditure,Karnataka,1986-87,3069.0
Aggregate_Expenditure,Karnataka,1987-88,3437.0
Aggregate_Expenditure,Karnataka,1988-89,3778.0
Aggregate_Expenditure,Karnataka,1989-90,4401.0
Aggregate_Expenditure,Karnataka,1990-91,4979.0
Aggregate_Expenditure,Karnataka,1991-92,6248.0
Aggregate_Expenditure,Karnataka,1992-93,7100.0
Aggregate_Expenditure,Karnataka,1993-94,8089.0
Aggregate_Expenditure,Karnataka,1994-95,8859.0
Aggregate_Expenditure,Karnataka,1995-96,10406.0
Aggregate_Expenditure,Karnataka,1996-97,11981.0
Aggregate_Expenditure,Karnataka,1997-98,12601.0
Aggregate_Expenditure,Karnataka,1998-99,14886.0
Aggregate_Expenditure,Karnataka,1999-00,17818.0
Aggregate_Expenditure,Karnataka,2000-01,19664.0
Aggregate_Expenditure,Karnataka,2001-02,21938.0
Aggregate_Expenditure,Karnataka,2002-03,24074.0
Aggregate_Expenditure,Karnataka,2003-04,29267.0
Aggregate_Expenditure,Karnataka,2004-05,34246.0
Aggregate_Expenditure,Karnataka,2005-06,34973.0
Aggregate_Expenditure,Karnataka,2006-07,44085.0
Aggregate_Expenditure,Karnataka,2007-08,48031.0
Aggregate_Expenditure,Karnataka,2008-09,54038.82
Aggregate_Expenditure,Karnataka,2009-10,62963.51
Aggregate_Expenditure,Karnataka,2010-11,71934.09
Aggregate_Expenditure,Karnataka,2011-12,85756.16
Aggregate_Expenditure,Karnataka,2012-13,96601.17
Aggregate_Expenditure,Karnataka,2013-14,110648.7
Aggregate_Expenditure,Karnataka,2014-15,132835.44
Aggregate_Expenditure,Karnataka,2015-16,140534.43
Aggregate_Expenditure,Kerala,1980-81,855.0
Aggregate_Expenditure,Kerala,1981-82,1086.0
Aggregate_Expenditure,Kerala,1982-83,996.0
Aggregate_Expenditure,Kerala,1983-84,1322.0
Aggregate_Expenditure,Kerala,1984-85,1572.0
Aggregate_Expenditure,Kerala,1985-86,1969.0
Aggregate_Expenditure,Kerala,1986-87,2162.0
Aggregate_Expenditure,Kerala,1987-88,2251.0
Aggregate_Expenditure,Kerala,1988-89,2521.0
Aggregate_Expenditure,Kerala,1989-90,2889.0
Aggregate_Expenditure,Kerala,1990-91,3376.0
Aggregate_Expenditure,Kerala,1991-92,4005.0
Aggregate_Expenditure,Kerala,1992-93,4363.0
Aggregate_Expenditure,Kerala,1993-94,5138.0
Aggregate_Expenditure,Kerala,1994-95,5959.0
Aggregate_Expenditure,Kerala,1995-96,6922.0
Aggregate_Expenditure,Kerala,1996-97,7943.0
Aggregate_Expenditure,Kerala,1997-98,9818.0
Aggregate_Expenditure,Kerala,1998-99,10611.0
Aggregate_Expenditure,Kerala,1999-00,12900.0
Aggregate_Expenditure,Kerala,2000-01,13149.0
Aggregate_Expenditure,Kerala,2001-02,13132.0
Aggregate_Expenditure,Kerala,2002-03,16967.0
Aggregate_Expenditure,Kerala,2003-04,19769.0
Aggregate_Expenditure,Kerala,2004-05,20276.0
Aggregate_Expenditure,Kerala,2005-06,21115.0
Aggregate_Expenditure,Kerala,2006-07,23159.0
Aggregate_Expenditure,Kerala,2007-08,28692.0
Aggregate_Expenditure,Kerala,2008-09,32553.5
Aggregate_Expenditure,Kerala,2009-10,35833.48
Aggregate_Expenditure,Kerala,2010-11,40765.26
Aggregate_Expenditure,Kerala,2011-12,53789.14
Aggregate_Expenditure,Kerala,2012-13,62032.26
Aggregate_Expenditure,Kerala,2013-14,69369.89
Aggregate_Expenditure,Kerala,2014-15,82947.71
Aggregate_Expenditure,Kerala,2015-16,99277.74
Aggregate_Expenditure,Madhya Pradesh,1980-81,1590.0
Aggregate_Expenditure,Madhya Pradesh,1981-82,1677.0
Aggregate_Expenditure,Madhya Pradesh,1982-83,1938.0
Aggregate_Expenditure,Madhya Pradesh,1983-84,2324.0
Aggregate_Expenditure,Madhya Pradesh,1984-85,2522.0
Aggregate_Expenditure,Madhya Pradesh,1985-86,2916.0
Aggregate_Expenditure,Madhya Pradesh,1986-87,3349.0
Aggregate_Expenditure,Madhya Pradesh,1987-88,3932.0
Aggregate_Expenditure,Madhya Pradesh,1988-89,4596.0
Aggregate_Expenditure,Madhya Pradesh,1989-90,4823.0
Aggregate_Expenditure,Madhya Pradesh,1990-91,5899.0
Aggregate_Expenditure,Madhya Pradesh,1991-92,6637.0
