Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
,10.Madhya Pradesh,1590,1677,1938,2324,2522,2916,3349,3932,4596,4823,5899,6637,7663,8878,9315,10582,13093,14225,15968,17957,16924,16960,18989,23923,29413,28975,30217,35265,42239,48735
,11.Maharashtra,2613,3088,3585,4244,5063,5732,6412,6929,8102,9737,10772,12052,14014,15983,20026,21377,25005,27675,30317,38244,42208,42480,47217,61034,72668,68677,75841,80240,102557,119762
,12.Orissa,877,814,1191,997,1281,1410,1730,1990,2261,2475,3051,3640,3915,4456,4982,5563,6310,6854,8642,10120,11047,12065,13267,15565,15886,15746,19346,22844,31375,32798
,13.Punjab,817,996,1122,1434,1726,1963,1829,2623,2666,2887,3400,5012,4208,5221,7505,7004,7547,9472,10963,11980,14111,15692,17337,20335,20994,20453,26297,26519,32812,35684
,14.Rajasthan,1120,1360,1419,1585,1838,2116,2557,3384,3415,3565,4728,5810,6347,7427,8421,10907,10964,12685,14314,16256,17494,18995,21542,25869,28907,27220,31856,37757,43459,49737
,15.Tamil Nadu,1686,2006,2292,2752,2950,3309,3612,4196,4617,5662,6621,9600,9748,10062,11432,12532,15402,17333,19880,22627,24437,24818,30156,33765,41780,38744,51147,55748,68297,73628
,16.Uttar Pradesh,2668,2942,3490,4116,5186,5331,6225,6901,8079,9637,12240,13246,16135,16275,21062,20787,23017,26626,31462,34615,36681,38104,42086,69441,59124,59839,74983,87304,109185,121597
,17.West Bengal,1552,1838,2072,2181,2738,2974,3508,3941,4279,4883,6028,6191,6646,7973,9283,10509,13032,13557,17153,22677,26741,28079,27716,38421,33494,40587,41203,46644,63608,70922
,II. Special Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.Arunachal Pradesh,–,–,–,–,–,–,251,348,326,392,398,443,503,575,691,803,891,972,1004,1098,1206,1381,1363,2192,2085,2437,2786,3068,4874,4571
,2.Assam,758,618,691,942,1165,1207,1586,1794,1855,2266,2689,2763,3136,3620,3998,4390,4267,5022,5204,7086,7631,8550,8936,10596,14745,12088,13485,15150,26389,34936
,3.Himachal Pradesh,338,297,353,385,479,588,648,805,985,992,1118,2341,1447,1691,2009,2350,2633,3453,4167,4714,5315,5670,6616,8096,8034,8587,10091,10614,12931,13075
,4.Jammu and Kashmir,428,548,504,620,747,889,989,1269,1404,1611,2021,2286,2321,2593,3339,3573,4021,4893,5849,7108,7829,8050,8738,8817,11127,13467,13873,17046,18750,22378
,5.Manipur,159,128,137,158,223,247,299,319,393,423,453,533,824,637,675,811,1014,1133,1116,1780,1381,2117,2157,2320,2600,2743,3626,3720,4742,4529
,6.Meghalaya,102,101,117,139,161,188,230,264,318,351,406,492,543,682,587,779,785,851,1008,1195,1424,1395,1589,1770,2070,2008,2320,2771,3973,4582
,7.Mizoram,–,–,–,–,–,177,55,306,287,303,502,414,490,522,592,715,810,870,893,1161,1288,1334,1405,1826,1817,2172,2295,2559,3199,3487
,8.Nagaland,164,132,166,215,202,272,344,436,457,515,552,648,857,932,906,1040,1096,1230,1491,1495,1835,2019,1917,2384,2276,2809,3085,3563,4389,4777
,9.Sikkim,43,45,47,67,76,104,115,139,164,167,183,228,250,263,601,993,1241,1394,1621,1620,947,1909,2132,1477,2161,2146,2253,2820,3395,3533
,10.Tripura,143,124,145,188,204,259,300,393,492,525,613,677,657,785,880,990,1179,1350,1531,1773,2135,2466,2537,2764,2984,3301,3301,3835,5122,6084
,11.Uttarakhand,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1110,3298,4848,6206,6366,7664,8516,9975,10841,14037
,All States,22664,25169,28742,33541,39857,44867,51786,59872,67078,76782,91088,107929,119335,133849,159147,174632,199254,223924,261419,307977,339835,368680,410249,514302,553428,561682,657280,752324,940423,1055778
,Memo item:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.NCT Delhi,–,–,–,–,–,–,–,–,–,–,–,–,–,800,2407,2952,3515,4211,4943,5912,7362,8631,10214,11720,12875,11142,12966,18160,21118,23043
,2.Puducherry,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2173,2387,2588,3681,4108
,See 'Notes on Tables'.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
