Exp_Category,State,Year,Value
Revenue_expenditure,Goa,1984-85,1385.25
Revenue_expenditure,Gujarat,1984-85,1701.0
Revenue_expenditure,Haryana,1984-85,761.0
Revenue_expenditure,Jharkhand,1984-85,10803.888888888889
Revenue_expenditure,Karnataka,1984-85,1884.0
Revenue_expenditure,Kerala,1984-85,1139.0
Revenue_expenditure,Madhya Pradesh,1984-85,1734.0
Revenue_expenditure,Maharashtra,1984-85,3880.0
Revenue_expenditure,Orissa,1984-85,897.0
Revenue_expenditure,Punjab,1984-85,941.0
Revenue_expenditure,Rajasthan,1984-85,1303.0
Revenue_expenditure,Tamil Nadu,1984-85,2210.0
Revenue_expenditure,Uttar Pradesh,1984-85,3292.0
Revenue_expenditure,West Bengal,1984-85,2151.0
Revenue_expenditure,Arunachal Pradesh,1984-85,1007.2083333333334
Revenue_expenditure,Assam,1984-85,835.0
Revenue_expenditure,Himachal Pradesh,1984-85,344.0
Revenue_expenditure,Jammu and Kashmir,1984-85,509.0
Revenue_expenditure,Manipur,1984-85,134.0
Revenue_expenditure,Meghalaya,1984-85,117.0
Revenue_expenditure,Mizoram,1984-85,907.28
Revenue_expenditure,Nagaland,1984-85,163.0
Revenue_expenditure,Sikkim,1984-85,59.0
Revenue_expenditure,Tripura,1984-85,146.0
Revenue_expenditure,Uttarakhand,1984-85,5547.9
Revenue_expenditure,NCT Delhi,1984-85,5231.35294117647
Revenue_expenditure,Puducherry,1984-85,2453.6
Revenue_expenditure,Andhra Pradesh,1985-86,2781.0
Revenue_expenditure,Bihar,1985-86,2098.0
Revenue_expenditure,Chhattisgarh,1985-86,8667.8
Revenue_expenditure,Goa,1985-86,1385.25
Revenue_expenditure,Gujarat,1985-86,1972.0
Revenue_expenditure,Haryana,1985-86,854.0
Revenue_expenditure,Jharkhand,1985-86,10803.888888888889
Revenue_expenditure,Karnataka,1985-86,2098.0
Revenue_expenditure,Kerala,1985-86,1445.0
Revenue_expenditure,Madhya Pradesh,1985-86,2103.0
Revenue_expenditure,Maharashtra,1985-86,4491.0
Revenue_expenditure,Orissa,1985-86,1001.0
Revenue_expenditure,Punjab,1985-86,1163.0
Revenue_expenditure,Rajasthan,1985-86,1508.0
Revenue_expenditure,Tamil Nadu,1985-86,2450.0
Revenue_expenditure,Uttar Pradesh,1985-86,3702.0
Revenue_expenditure,West Bengal,1985-86,2260.0
Revenue_expenditure,Arunachal Pradesh,1985-86,1007.2083333333334
Revenue_expenditure,Assam,1985-86,943.0
Revenue_expenditure,Himachal Pradesh,1985-86,411.0
Revenue_expenditure,Jammu and Kashmir,1985-86,595.0
Revenue_expenditure,Manipur,1985-86,156.0
Revenue_expenditure,Meghalaya,1985-86,135.0
Revenue_expenditure,Mizoram,1985-86,132.0
Revenue_expenditure,Nagaland,1985-86,204.0
Revenue_expenditure,Sikkim,1985-86,78.0
Revenue_expenditure,Tripura,1985-86,190.0
Revenue_expenditure,Uttarakhand,1985-86,5547.9
Revenue_expenditure,NCT Delhi,1985-86,5231.35294117647
Revenue_expenditure,Puducherry,1985-86,2453.6
Revenue_expenditure,Andhra Pradesh,1986-87,3245.0
Revenue_expenditure,Bihar,1986-87,2277.0
Revenue_expenditure,Chhattisgarh,1986-87,8667.8
Revenue_expenditure,Goa,1986-87,172.0
Revenue_expenditure,Gujarat,1986-87,2469.0
Revenue_expenditure,Haryana,1986-87,967.0
Revenue_expenditure,Jharkhand,1986-87,10803.888888888889
Revenue_expenditure,Karnataka,1986-87,2205.0
Revenue_expenditure,Kerala,1986-87,1655.0
Revenue_expenditure,Madhya Pradesh,1986-87,2532.0
Revenue_expenditure,Maharashtra,1986-87,4979.0
Revenue_expenditure,Orissa,1986-87,1248.0
Revenue_expenditure,Punjab,1986-87,1202.0
Revenue_expenditure,Rajasthan,1986-87,1867.0
Revenue_expenditure,Tamil Nadu,1986-87,2776.0
Revenue_expenditure,Uttar Pradesh,1986-87,4349.0
Revenue_expenditure,West Bengal,1986-87,2698.0
Revenue_expenditure,Arunachal Pradesh,1986-87,173.0
Revenue_expenditure,Assam,1986-87,1149.0
Revenue_expenditure,Himachal Pradesh,1986-87,464.0
Revenue_expenditure,Jammu and Kashmir,1986-87,653.0
Revenue_expenditure,Manipur,1986-87,198.0
Revenue_expenditure,Meghalaya,1986-87,156.0
Revenue_expenditure,Mizoram,1986-87,46.0
Revenue_expenditure,Nagaland,1986-87,263.0
Revenue_expenditure,Sikkim,1986-87,81.0
Revenue_expenditure,Tripura,1986-87,232.0
Revenue_expenditure,Uttarakhand,1986-87,5547.9
Revenue_expenditure,NCT Delhi,1986-87,5231.35294117647
Revenue_expenditure,Puducherry,1986-87,2453.6
Revenue_expenditure,Andhra Pradesh,1987-88,3441.0
Revenue_expenditure,Bihar,1987-88,2619.0
Revenue_expenditure,Chhattisgarh,1987-88,8667.8
Revenue_expenditure,Goa,1987-88,169.0
Revenue_expenditure,Gujarat,1987-88,3093.0
Revenue_expenditure,Haryana,1987-88,1288.0
Revenue_expenditure,Jharkhand,1987-88,10803.888888888889
Revenue_expenditure,Karnataka,1987-88,2667.0
Revenue_expenditure,Kerala,1987-88,1781.0
Revenue_expenditure,Madhya Pradesh,1987-88,3053.0
Revenue_expenditure,Maharashtra,1987-88,5505.0
Revenue_expenditure,Orissa,1987-88,1408.0
Revenue_expenditure,Punjab,1987-88,1634.0
Revenue_expenditure,Rajasthan,1987-88,2539.0
Revenue_expenditure,Tamil Nadu,1987-88,3375.0
Revenue_expenditure,Uttar Pradesh,1987-88,5080.0
Revenue_expenditure,West Bengal,1987-88,3028.0
Revenue_expenditure,Arunachal Pradesh,1987-88,246.0
Revenue_expenditure,Assam,1987-88,1326.0
Revenue_expenditure,Himachal Pradesh,1987-88,609.0
Revenue_expenditure,Jammu and Kashmir,1987-88,861.0
Revenue_expenditure,Manipur,1987-88,215.0
Revenue_expenditure,Meghalaya,1987-88,190.0
Revenue_expenditure,Mizoram,1987-88,246.0
Revenue_expenditure,Nagaland,1987-88,328.0
Revenue_expenditure,Sikkim,1987-88,99.0
Revenue_expenditure,Tripura,1987-88,294.0
Revenue_expenditure,Uttarakhand,1987-88,5547.9
Revenue_expenditure,NCT Delhi,1987-88,5231.35294117647
Revenue_expenditure,Puducherry,1987-88,2453.6
Revenue_expenditure,Andhra Pradesh,1988-89,4246.0
Revenue_expenditure,Bihar,1988-89,3211.0
Revenue_expenditure,Chhattisgarh,1988-89,8667.8
Revenue_expenditure,Goa,1988-89,199.0
Revenue_expenditure,Gujarat,1988-89,3362.0
Revenue_expenditure,Haryana,1988-89,1443.0
Revenue_expenditure,Jharkhand,1988-89,10803.888888888889
Revenue_expenditure,Karnataka,1988-89,3002.0
Revenue_expenditure,Kerala,1988-89,2061.0
Revenue_expenditure,Madhya Pradesh,1988-89,3618.0
Revenue_expenditure,Maharashtra,1988-89,6541.0
Revenue_expenditure,Orissa,1988-89,1659.0
Revenue_expenditure,Punjab,1988-89,1868.0
Revenue_expenditure,Rajasthan,1988-89,2571.0
Revenue_expenditure,Tamil Nadu,1988-89,3763.0
Revenue_expenditure,Uttar Pradesh,1988-89,6257.0
Revenue_expenditure,West Bengal,1988-89,3475.0
Revenue_expenditure,Arunachal Pradesh,1988-89,214.0
Revenue_expenditure,Assam,1988-89,1435.0
Revenue_expenditure,Himachal Pradesh,1988-89,768.0
Revenue_expenditure,Jammu and Kashmir,1988-89,966.0
Revenue_expenditure,Manipur,1988-89,278.0
Revenue_expenditure,Meghalaya,1988-89,225.0
Revenue_expenditure,Mizoram,1988-89,231.0
Revenue_expenditure,Nagaland,1988-89,344.0
Revenue_expenditure,Sikkim,1988-89,113.0
Revenue_expenditure,Tripura,1988-89,381.0
Revenue_expenditure,Uttarakhand,1988-89,5547.9
Revenue_expenditure,NCT Delhi,1988-89,5231.35294117647
Revenue_expenditure,Puducherry,1988-89,2453.6
Revenue_expenditure,Andhra Pradesh,1989-90,4715.0
Revenue_expenditure,Bihar,1989-90,3945.0
Revenue_expenditure,Chhattisgarh,1989-90,8667.8
Revenue_expenditure,Goa,1989-90,228.0
Revenue_expenditure,Gujarat,1989-90,3727.0
Revenue_expenditure,Haryana,1989-90,1702.0
Revenue_expenditure,Jharkhand,1989-90,10803.888888888889
Revenue_expenditure,Karnataka,1989-90,3483.0
Revenue_expenditure,Kerala,1989-90,2298.0
Revenue_expenditure,Madhya Pradesh,1989-90,3779.0
Revenue_expenditure,Maharashtra,1989-90,7903.0
Revenue_expenditure,Orissa,1989-90,1846.0
Revenue_expenditure,Punjab,1989-90,2021.0
Revenue_expenditure,Rajasthan,1989-90,2698.0
Revenue_expenditure,Tamil Nadu,1989-90,4731.0
Revenue_expenditure,Uttar Pradesh,1989-90,7654.0
Revenue_expenditure,West Bengal,1989-90,3971.0
Revenue_expenditure,Arunachal Pradesh,1989-90,258.0
Revenue_expenditure,Assam,1989-90,1669.0
Revenue_expenditure,Himachal Pradesh,1989-90,783.0
Revenue_expenditure,Jammu and Kashmir,1989-90,1081.0
Revenue_expenditure,Manipur,1989-90,299.0
Revenue_expenditure,Meghalaya,1989-90,259.0
Revenue_expenditure,Mizoram,1989-90,240.0
Revenue_expenditure,Nagaland,1989-90,393.0
Revenue_expenditure,Sikkim,1989-90,115.0
Revenue_expenditure,Tripura,1989-90,420.0
Revenue_expenditure,Uttarakhand,1989-90,5547.9
Revenue_expenditure,NCT Delhi,1989-90,5231.35294117647
Revenue_expenditure,Puducherry,1989-90,2453.6
Revenue_expenditure,Andhra Pradesh,1990-91,5505.0
Revenue_expenditure,Bihar,1990-91,4888.0
Revenue_expenditure,Chhattisgarh,1990-91,8667.8
Revenue_expenditure,Goa,1990-91,275.0
Revenue_expenditure,Gujarat,1990-91,4082.0
Revenue_expenditure,Haryana,1990-91,1933.0
Revenue_expenditure,Jharkhand,1990-91,10803.888888888889
Revenue_expenditure,Karnataka,1990-91,3971.0
Revenue_expenditure,Kerala,1990-91,2825.0
Revenue_expenditure,Madhya Pradesh,1990-91,4746.0
Revenue_expenditure,Maharashtra,1990-91,8754.0
Revenue_expenditure,Orissa,1990-91,2191.0
Revenue_expenditure,Punjab,1990-91,2520.0
Revenue_expenditure,Rajasthan,1990-91,3480.0
Revenue_expenditure,Tamil Nadu,1990-91,5641.0
Revenue_expenditure,Uttar Pradesh,1990-91,9539.0
Revenue_expenditure,West Bengal,1990-91,5128.0
Revenue_expenditure,Arunachal Pradesh,1990-91,258.0
Revenue_expenditure,Assam,1990-91,1920.0
Revenue_expenditure,Himachal Pradesh,1990-91,902.0
Revenue_expenditure,Jammu and Kashmir,1990-91,1249.0
Revenue_expenditure,Manipur,1990-91,307.0
Revenue_expenditure,Meghalaya,1990-91,311.0
Revenue_expenditure,Mizoram,1990-91,305.0
Revenue_expenditure,Nagaland,1990-91,422.0
Revenue_expenditure,Sikkim,1990-91,128.0
Revenue_expenditure,Tripura,1990-91,497.0
Revenue_expenditure,Uttarakhand,1990-91,5547.9
Revenue_expenditure,NCT Delhi,1990-91,5231.35294117647
Revenue_expenditure,Puducherry,1990-91,2453.6
Revenue_expenditure,Andhra Pradesh,1991-92,6452.0
Revenue_expenditure,Bihar,1991-92,5739.0
Revenue_expenditure,Chhattisgarh,1991-92,8667.8
Revenue_expenditure,Goa,1991-92,332.0
Revenue_expenditure,Gujarat,1991-92,5238.0
Revenue_expenditure,Haryana,1991-92,2274.0
Revenue_expenditure,Jharkhand,1991-92,10803.888888888889
Revenue_expenditure,Karnataka,1991-92,4954.0
Revenue_expenditure,Kerala,1991-92,3216.0
Revenue_expenditure,Madhya Pradesh,1991-92,5421.0
Revenue_expenditure,Maharashtra,1991-92,10049.0
Revenue_expenditure,Orissa,1991-92,2635.0
Revenue_expenditure,Punjab,1991-92,4197.0
Revenue_expenditure,Rajasthan,1991-92,4080.0
Revenue_expenditure,Tamil Nadu,1991-92,8680.0
Revenue_expenditure,Uttar Pradesh,1991-92,10399.0
Revenue_expenditure,West Bengal,1991-92,5324.0
Revenue_expenditure,Arunachal Pradesh,1991-92,288.0
Revenue_expenditure,Assam,1991-92,2148.0
Revenue_expenditure,Himachal Pradesh,1991-92,983.0
Revenue_expenditure,Jammu and Kashmir,1991-92,1521.0
Revenue_expenditure,Manipur,1991-92,378.0
Revenue_expenditure,Meghalaya,1991-92,368.0
Revenue_expenditure,Mizoram,1991-92,321.0
Revenue_expenditure,Nagaland,1991-92,489.0
Revenue_expenditure,Sikkim,1991-92,155.0
Revenue_expenditure,Tripura,1991-92,548.0
Revenue_expenditure,Uttarakhand,1991-92,5547.9
Revenue_expenditure,NCT Delhi,1991-92,5231.35294117647
Revenue_expenditure,Puducherry,1991-92,2453.6
Revenue_expenditure,Andhra Pradesh,1992-93,7190.0
Revenue_expenditure,Bihar,1992-93,6570.0
Revenue_expenditure,Chhattisgarh,1992-93,8667.8
Revenue_expenditure,Goa,1992-93,380.0
Revenue_expenditure,Gujarat,1992-93,6211.0
Revenue_expenditure,Haryana,1992-93,2379.0
Revenue_expenditure,Jharkhand,1992-93,10803.888888888889
Revenue_expenditure,Karnataka,1992-93,5592.0
Revenue_expenditure,Kerala,1992-93,3656.0
Revenue_expenditure,Madhya Pradesh,1992-93,6157.0
Revenue_expenditure,Maharashtra,1992-93,11547.0
Revenue_expenditure,Orissa,1992-93,3049.0
Revenue_expenditure,Punjab,1992-93,3423.0
Revenue_expenditure,Rajasthan,1992-93,4997.0
Revenue_expenditure,Tamil Nadu,1992-93,8543.0
Revenue_expenditure,Uttar Pradesh,1992-93,12691.0
Revenue_expenditure,West Bengal,1992-93,5664.0
Revenue_expenditure,Arunachal Pradesh,1992-93,340.0
Revenue_expenditure,Assam,1992-93,2451.0
Revenue_expenditure,Himachal Pradesh,1992-93,1146.0
Revenue_expenditure,Jammu and Kashmir,1992-93,1782.0
Revenue_expenditure,Manipur,1992-93,398.0
Revenue_expenditure,Meghalaya,1992-93,410.0
Revenue_expenditure,Mizoram,1992-93,374.0
Revenue_expenditure,Nagaland,1992-93,527.0
Revenue_expenditure,Sikkim,1992-93,180.0
Revenue_expenditure,Tripura,1992-93,550.0
Revenue_expenditure,Uttarakhand,1992-93,5547.9
Revenue_expenditure,NCT Delhi,1992-93,5231.35294117647
Revenue_expenditure,Puducherry,1992-93,2453.6
Revenue_expenditure,Andhra Pradesh,1993-94,8018.0
Revenue_expenditure,Bihar,1993-94,7319.0
Revenue_expenditure,Chhattisgarh,1993-94,8667.8
Revenue_expenditure,Goa,1993-94,431.0
Revenue_expenditure,Gujarat,1993-94,6934.0
Revenue_expenditure,Haryana,1993-94,3401.0
Revenue_expenditure,Jharkhand,1993-94,10803.888888888889
Revenue_expenditure,Karnataka,1993-94,6208.0
Revenue_expenditure,Kerala,1993-94,4293.0
Revenue_expenditure,Madhya Pradesh,1993-94,7518.0
Revenue_expenditure,Maharashtra,1993-94,13109.0
Revenue_expenditure,Orissa,1993-94,3482.0
Revenue_expenditure,Punjab,1993-94,4044.0
Revenue_expenditure,Rajasthan,1993-94,5898.0
Revenue_expenditure,Tamil Nadu,1993-94,8758.0
Revenue_expenditure,Uttar Pradesh,1993-94,13280.0
Revenue_expenditure,West Bengal,1993-94,6906.0
Revenue_expenditure,Arunachal Pradesh,1993-94,399.0
Revenue_expenditure,Assam,1993-94,2901.0
Revenue_expenditure,Himachal Pradesh,1993-94,1352.0
Revenue_expenditure,Jammu and Kashmir,1993-94,1768.0
Revenue_expenditure,Manipur,1993-94,438.0
Revenue_expenditure,Meghalaya,1993-94,483.0
Revenue_expenditure,Mizoram,1993-94,419.0
Revenue_expenditure,Nagaland,1993-94,680.0
Revenue_expenditure,Sikkim,1993-94,189.0
Revenue_expenditure,Tripura,1993-94,643.0
Revenue_expenditure,Uttarakhand,1993-94,5547.9
Revenue_expenditure,NCT Delhi,1993-94,508.0
Revenue_expenditure,Puducherry,1993-94,2453.6
Revenue_expenditure,Andhra Pradesh,1994-95,9514.0
Revenue_expenditure,Bihar,1994-95,7731.0
Revenue_expenditure,Chhattisgarh,1994-95,8667.8
Revenue_expenditure,Goa,1994-95,477.0
Revenue_expenditure,Gujarat,1994-95,7544.0
Revenue_expenditure,Haryana,1994-95,6273.0
Revenue_expenditure,Jharkhand,1994-95,10803.888888888889
Revenue_expenditure,Karnataka,1994-95,7265.0
Revenue_expenditure,Kerala,1994-95,5066.0
Revenue_expenditure,Madhya Pradesh,1994-95,7809.0
Revenue_expenditure,Maharashtra,1994-95,14812.0
Revenue_expenditure,Orissa,1994-95,4036.0
Revenue_expenditure,Punjab,1994-95,6043.0
Revenue_expenditure,Rajasthan,1994-95,6747.0
Revenue_expenditure,Tamil Nadu,1994-95,9635.0
Revenue_expenditure,Uttar Pradesh,1994-95,15396.0
Revenue_expenditure,West Bengal,1994-95,7631.0
Revenue_expenditure,Arunachal Pradesh,1994-95,439.0
Revenue_expenditure,Assam,1994-95,3271.0
Revenue_expenditure,Himachal Pradesh,1994-95,1614.0
Revenue_expenditure,Jammu and Kashmir,1994-95,2324.0
Revenue_expenditure,Manipur,1994-95,508.0
Revenue_expenditure,Meghalaya,1994-95,457.0
Revenue_expenditure,Mizoram,1994-95,464.0
Revenue_expenditure,Nagaland,1994-95,722.0
Revenue_expenditure,Sikkim,1994-95,526.0
Revenue_expenditure,Tripura,1994-95,706.0
Revenue_expenditure,Uttarakhand,1994-95,5547.9
Revenue_expenditure,NCT Delhi,1994-95,1431.0
Revenue_expenditure,Puducherry,1994-95,2453.6
Revenue_expenditure,Andhra Pradesh,1995-96,10614.0
Revenue_expenditure,Bihar,1995-96,8456.0
Revenue_expenditure,Chhattisgarh,1995-96,8667.8
Revenue_expenditure,Goa,1995-96,785.0
Revenue_expenditure,Gujarat,1995-96,8766.0
Revenue_expenditure,Haryana,1995-96,5362.0
Revenue_expenditure,Jharkhand,1995-96,10803.888888888889
Revenue_expenditure,Karnataka,1995-96,8481.0
Revenue_expenditure,Kerala,1995-96,5826.0
Revenue_expenditure,Madhya Pradesh,1995-96,9131.0
Revenue_expenditure,Maharashtra,1995-96,17168.0
Revenue_expenditure,Orissa,1995-96,4698.0
Revenue_expenditure,Punjab,1995-96,5635.0
Revenue_expenditure,Rajasthan,1995-96,8332.0
Revenue_expenditure,Tamil Nadu,1995-96,10911.0
Revenue_expenditure,Uttar Pradesh,1995-96,17556.0
Revenue_expenditure,West Bengal,1995-96,8626.0
Revenue_expenditure,Arunachal Pradesh,1995-96,507.0
Revenue_expenditure,Assam,1995-96,3576.0
Revenue_expenditure,Himachal Pradesh,1995-96,1904.0
Revenue_expenditure,Jammu and Kashmir,1995-96,2516.0
Revenue_expenditure,Manipur,1995-96,619.0
Revenue_expenditure,Meghalaya,1995-96,580.0
Revenue_expenditure,Mizoram,1995-96,565.0
Revenue_expenditure,Nagaland,1995-96,845.0
Revenue_expenditure,Sikkim,1995-96,881.0
Revenue_expenditure,Tripura,1995-96,787.0
Revenue_expenditure,Uttarakhand,1995-96,5547.9
Revenue_expenditure,NCT Delhi,1995-96,1877.0
Revenue_expenditure,Puducherry,1995-96,2453.6
Revenue_expenditure,Andhra Pradesh,1996-97,14392.0
Revenue_expenditure,Bihar,1996-97,8254.0
Revenue_expenditure,Chhattisgarh,1996-97,8667.8
Revenue_expenditure,Goa,1996-97,789.0
Revenue_expenditure,Gujarat,1996-97,10259.0
Revenue_expenditure,Haryana,1996-97,6767.0
Revenue_expenditure,Jharkhand,1996-97,10803.888888888889
Revenue_expenditure,Karnataka,1996-97,10201.0
Revenue_expenditure,Kerala,1996-97,6788.0
Revenue_expenditure,Madhya Pradesh,1996-97,11462.0
Revenue_expenditure,Maharashtra,1996-97,20846.0
Revenue_expenditure,Orissa,1996-97,5117.0
Revenue_expenditure,Punjab,1996-97,6926.0
Revenue_expenditure,Rajasthan,1996-97,8426.0
Revenue_expenditure,Tamil Nadu,1996-97,13065.0
Revenue_expenditure,Uttar Pradesh,1996-97,19208.0
Revenue_expenditure,West Bengal,1996-97,10362.0
Revenue_expenditure,Arunachal Pradesh,1996-97,602.0
Revenue_expenditure,Assam,1996-97,3571.0
Revenue_expenditure,Himachal Pradesh,1996-97,2147.0
Revenue_expenditure,Jammu and Kashmir,1996-97,2899.0
Revenue_expenditure,Manipur,1996-97,708.0
Revenue_expenditure,Meghalaya,1996-97,617.0
Revenue_expenditure,Mizoram,1996-97,621.0
Revenue_expenditure,Nagaland,1996-97,865.0
Revenue_expenditure,Sikkim,1996-97,1119.0
Revenue_expenditure,Tripura,1996-97,907.0
Revenue_expenditure,Uttarakhand,1996-97,5547.9
Revenue_expenditure,NCT Delhi,1996-97,2032.0
Revenue_expenditure,Puducherry,1996-97,2453.6
Revenue_expenditure,Andhra Pradesh,1997-98,14544.0
Revenue_expenditure,Bihar,1997-98,8957.0
Revenue_expenditure,Chhattisgarh,1997-98,8667.8
Revenue_expenditure,Goa,1997-98,1122.0
Revenue_expenditure,Gujarat,1997-98,12143.0
Revenue_expenditure,Haryana,1997-98,6617.0
Revenue_expenditure,Jharkhand,1997-98,10803.888888888889
Revenue_expenditure,Karnataka,1997-98,10890.0
Revenue_expenditure,Kerala,1997-98,8241.0
Revenue_expenditure,Madhya Pradesh,1997-98,11726.0
