Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
,7.Jharkhand,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,5999,7737,7302,8419,9756,11234,13096,15479,18213
,8.Karnataka,895,1002,1239,1417,1884,2098,2205,2667,3002,3483,3971,4954,5592,6208,7265,8481,10201,10890,12446,15232,16685,18606,18814,21285,24932,28041,33435,37375,42050,47238
,9.Kerala,668,755,783,992,1139,1445,1655,1781,2061,2298,2825,3216,3656,4293,5066,5826,6788,8241,9228,11566,11878,11662,14756,15496,17169,18424,20825,24892,28792,31162
,10.Madhya Pradesh,1016,1115,1328,1624,1734,2103,2532,3053,3618,3779,4746,5421,6157,7518,7809,9131,11462,11726,14218,16136,14986,14369,14560,18765,18026,20563,22363,25601,31779,38262
,11.Maharashtra,1917,2238,2628,3181,3880,4491,4979,5505,6541,7903,8754,10049,11547,13109,14812,17168,20846,22897,25663,29538,37401,38282,40474,42680,51047,52280,61385,64780,78607,96184
,12.Orissa,541,574,825,783,897,1001,1248,1408,1659,1846,2191,2635,3049,3482,4036,4698,5117,5537,6819,8459,8829,9878,10015,10861,12372,13604,15772,17723,26050,28919
,13.Punjab,550,620,684,820,941,1163,1202,1634,1868,2021,2520,4197,3423,4044,6043,5635,6926,7835,8384,10195,11713,12710,14825,15702,17198,18208,18544,23061,26731,30306
,14.Rajasthan,688,823,955,1099,1303,1508,1867,2539,2571,2698,3480,4080,4997,5898,6747,8332,8426,8986,11576,13430,15035,15949,17016,18848,19906,21499,24954,29128,34666,39677
,15.Tamil Nadu,1152,1360,1576,1911,2210,2450,2776,3375,3763,4731,5641,8680,8543,8758,9635,10911,13065,14951,17697,20728,21752,21557,25688,25271,29155,32009,38265,42975,55403,59295
,16.Uttar Pradesh,1716,1906,2364,2761,3292,3702,4349,5080,6257,7654,9539,10399,12691,13280,15396,17556,19208,22195,26075,28748,31033,31780,32939,50221,44610,46617,55699,65223,81041,92867
,17.West Bengal,1115,1312,1622,1739,2151,2260,2698,3028,3475,3971,5128,5324,5664,6906,7631,8626,10362,11322,14243,19498,22104,23395,23161,25757,28146,31117,34161,38314,53455,60253
,II. Special Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.Arunachal Pradesh,–,–,–,–,–,–,173,246,214,258,258,288,340,399,439,507,602,665,747,821,909,1030,1031,1392,1510,1668,1897,2260,2912,3607
,2.Assam,357,402,483,688,835,943,1149,1326,1435,1669,1920,2148,2451,2901,3271,3576,3571,4039,4416,5846,6417,6846,7113,8450,10229,10536,11457,12744,21421,29270
,3.Himachal Pradesh,188,212,263,284,344,411,464,609,768,783,902,983,1146,1352,1614,1904,2147,2699,3334,3822,4376,4576,5141,5588,5793,6466,7644,8292,9720,10222
,4.Jammu and Kashmir,273,296,326,422,509,595,653,861,966,1081,1249,1521,1782,1768,2324,2516,2899,3480,4909,6055,6685,6123,6413,6596,8188,9724,10067,11685,12447,14726
,5.Manipur,71,85,92,105,134,156,198,215,278,299,307,378,398,438,508,619,708,798,789,1357,1131,1338,1415,1463,1651,2005,2415,2293,2820,3056
,6.Meghalaya,60,74,85,100,117,135,156,190,225,259,311,368,410,483,457,580,617,685,815,928,1080,1157,1205,1314,1596,1674,1908,2254,3180,3588
,7.Mizoram,–,–,–,–,–,132,46,246,231,240,305,321,374,419,464,565,621,662,691,894,1022,1128,1131,1288,1394,1588,1717,1908,2463,2832
,8.Nagaland,92,101,128,165,163,204,263,328,344,393,422,489,527,680,722,845,865,1004,1049,1180,1420,1451,1506,1813,1685,2061,2222,2572,3075,3170
,9.Sikkim,30,32,36,49,59,78,81,99,113,115,128,155,180,189,526,881,1119,1258,1496,1510,763,1664,1883,1181,1723,1768,1888,2349,2381,2567
,10.Tripura,87,91,109,140,146,190,232,294,381,420,497,548,550,643,706,787,907,1060,1176,1461,1734,1813,1961,2062,2183,2392,2483,2794,3455,4267
,11.Uttarakhand,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,914,2833,3676,4362,5036,5611,6477,7255,8154,11161
,All States,14808,17075,20238,23803,28349,32770,38057,45089,52228,60217,71776,86186,96205,108868,127009,143127,166919,184312,217249,257475,287825,309819,330853,372594,402670,438034,505699,580805,727165,837238
,Memo item:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.NCT Delhi,–,–,–,–,–,–,–,–,–,–,–,–,–,508,1431,1877,2032,2322,2840,3523,3697,5044,4598,5087,5827,6515,7755,9771,12403,13703
,2.Puducherry,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1794,1927,2201,3152,3194
,See 'Notes on Tables'.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
