Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
,II. Special Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.Arunachal Pradesh,–,–,–,–,–,–,11,32,10,17,16,21,22,28,35,42,53,60,71,80,121,109,125,142,147,156,188,155,228,253
,2.Assam,30,42,55,61,98,103,146,185,219,265,263,93,411,490,589,488,560,639,521,956,865,1062,1245,1446,1404,1510,1516,1512,1911,2108
,3.Himachal Pradesh,10,12,17,18,25,31,42,49,69,88,111,148,177,210,223,285,313,372,498,597,798,1042,1172,1473,1641,1563,1669,1703,1883,2049
,4.Jammu and Kashmir,33,31,42,57,68,91,102,115,198,213,219,386,359,276,577,440,489,593,665,845,845,1086,1159,1100,1175,1300,1201,2031,1600,1726
,5.Manipur,5,6,5,7,12,11,16,18,20,19,31,31,45,49,52,58,66,79,91,132,177,191,255,215,266,238,289,299,315,338
,6.Meghalaya,1,2,3,3,6,7,9,10,11,11,18,22,25,33,45,50,56,61,69,96,114,129,151,170,177,191,203,189,230,246
,7.Mizoram,–,–,–,–,–,8,9,13,2,1,33,13,28,23,30,35,48,66,74,94,101,146,133,167,182,185,229,208,229,240
,8.Nagaland,3,5,6,8,10,13,17,23,27,36,44,54,58,62,80,79,98,113,137,163,194,223,215,235,250,254,280,270,332,379
,9.Sikkim,–,1,–,1,2,5,3,4,6,7,10,15,19,22,26,29,33,41,53,68,79,84,90,93,99,103,115,118,141,170
,10.Tripura,3,4,5,7,6,11,13,23,21,28,38,50,59,68,76,89,110,120,141,185,226,253,291,333,356,371,388,396,393,390
,11.Uttarakhand,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,97,502,553,597,816,808,964,1096,1290,1511
,All States,1226,1440,1705,1964,2467,2940,4101,4898,5935,7186,8655,10944,13210,15801,19413,21839,25387,29799,35441,44641,50985,61596,69027,80396,86421,84024,93180,99831,106220,116427
,Memo item:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.NCT Delhi,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,94,190,314,432,531,717,911,1115,1367,1569,1673,2210,2504,2512,2736
,2.Puducherry,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,171,187,217,261,299
,See 'Notes on Tables'.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
