Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
,2.Assam,187,202,226,363,352,324,314,535,504,636,972,313,560,164,2356,1205,379,660,761,1744,1871,1997,2829,3139,4497,1624,1493,1084,3308,3504
,3.Himachal Pradesh,41,26,69,57,84,119,99,170,188,197,363,1283,285,372,387,40,726,1147,768,2524,2349,1551,3074,4162,3702,2350,2009,2916,2634,2439
,4.Jammu and Kashmir,163,243,178,241,255,316,295,469,503,653,588,239,232,243,312,316,238,112,1261,1716,1911,892,1135,348,1399,1927,1895,3145,2974,2952
,5.Manipur,42,39,-46,39,51,58,39,29,65,48,85,56,338,162,54,75,288,161,159,552,199,825,1100,714,1189,629,692,677,624,368
,6.Meghalaya,3,2,15,9,22,20,15,13,37,37,55,57,64,160,67,99,126,163,248,262,326,165,384,255,469,462,322,459,434,521
,7.Mizoram,–,–,–,–,–,34,6,21,-5,105,50,-2,62,17,59,62,78,186,92,307,303,410,439,583,375,527,246,752,504,691
,8.Nagaland,30,-7,14,22,18,43,56,53,62,126,102,91,214,305,169,174,143,136,395,395,266,428,839,-370,409,440,386,578,699,844
,9.Sikkim,4,-1,–,15,–,13,7,7,21,46,33,24,51,27,59,45,58,77,194,191,95,143,112,115,353,119,173,368,433,443
,10.Tripura,13,3,20,33,47,47,32,57,64,173,128,71,118,132,148,104,127,183,292,461,447,437,618,499,750,435,354,-145,195,697
,11.Uttarakhand,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,465,1546,1983,2404,2231,2445,1120,1782,2039,3066
,All States,5474,5695,6796,9366,10993,13131,12892,15806,17037,20086,24693,27238,30073,28489,43190,42805,42011,58907,85363,101925,109705,115714,140866,205641,200148,164607,143049,141987,186201,225114
,Memo item:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.NCT Delhi,–,–,–,–,–,–,–,–,–,–,–,–,–,134,548,825,881,1030,1031,1651,1885,2496,3868,4920,4539,6216,4231,977,482,318
,2.Puducherry,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,359,452,1121,1339,1237
,See 'Notes on Tables'.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
